     12 SANGERNEBO RAIN
     12 SARAPUU KERSTI
     12 SÄRGAVA JUHAN
     12 SEPP ANDRE
     12 SEPP EVELYN
     12 SESTER SVEN
     12 SILBERG UNO
     12 SIMAGIN VLADIMIR
     12 ŠIROKOV ALEKSANDR
     12 SÕRRA JAAN
     12 SUHHOV GENNADI
     12 TAFENAU VELLO
     12 TALVISTE VELLO
     12 TAMM ENNO
     12 TAMM JÜRI
     12 TAMM URMAS
     12 TIMMO MARGUS
     12 TOOMET KALLE
     12 TREIAL MAI
     12 UUKKIVI ARVO
     12 VAHTRAS ANTS
     12 VALLIMÄE TOOMAS
     12 VILL ROBERT
     13 AAVA URMAS
     13 AFANASJEV VLADIMIR
     13 ARUKASK ARNO
     13 BÕSTROV GEORGI
     13 EENMAA IVI
     13 EFENDIJEV ELDAR
     13 ERGMA ENE
     13 EVERAUS HELE
     13 HANSON MARGUS
     13 HELME MARTIN
     13 HERKEL ANDRES
     13 INTS TÕNU
     13 KALDA HELLE
     13 KANGILASKI JAAK
     13 KARU TOOMAS
     13 KASK PRIIT
     13 KEPP MATI
     13 KLAAR LIIS
     13 KOKK AIVAR
     13 KRUUSE URMAS
     13 KUKK KALEV
     13 KUUSIK JAAN
     13 LAJA REET
     13 LAURSON PEETER
     13 LINDE VÄINO
     13 LORENTS PEETER
     13 LOTMAN MIHHAIL
     13 MÄGI URMAS
     13 MARDNA PEETER
     13 MARTINSON MERIKE
     13 MÄTIK KALJU
     13 MERI MART
     13 MOROZOV JÜRI
     13 ÕUN AIVAR
     13 PARVE VALTER
     13 PEDAK AIN
     13 PEETS ÜLO
     13 PÕLLUAAS HENN
     13 PUUST JÜRI
     13 RAAGMAA GARRI
     13 RAIDAL JAANUS
     13 RATAS JÜRI
     13 RAUDLA HEIKI
     13 ROOS SULEV
     13 ROSENBERG VIIVE
     13 SEPP REIN
     13 ŠOKMAN VLADIMIR
     13 SOOP AIVAR
     13 SVJATÕŠEV VIKTOR
     13 TALVIK HILLAR
     13 TAMMSAAR TIIT
     13 TILK ARNE
     13 TÖLP REIN
     13 TOOM MARJU
     13 VADI RAIVO
     13 VALLBAUM EINAR
     13 VISTER KALLE
     14 AAS TAAVI
     14 ALLIK JAAK
     14 ARU PEEP
     14 JÕGI HELMER
     14 KARU VILLU
     14 KASK MARGUS
     14 KASURI OTT
     14 KELAM MARI-ANN
     14 KERTSMIK KALJU
     14 KÕRE JÜRI
     14 LAURISTIN MARJU
     14 LEVIN MARK
     14 LUIGAS INARA
     14 MARRANDI JAANUS
     14 MICHAL KRISTEN
     14 ODINETS EDUARD
     14 OJULAND KRISTIINA
     14 ÕMBLUS KARL
     14 PAREK LAGLE
     14 PÕDDER PEEP
     14 PRIVALOVA NELLI
     14 RAJU OLEV
     14 ROSENBERG AIVAR
     14 SILD ARNO
     14 SULTS MÄRT
     14 TAMKIVI JAANUS
     14 TAMME ANTS
     14 TIIDUS URVE
     14 TOMSON OLEV
     14 TÕNISTE TOOMAS
     14 TSAHKNA MARGUS
     14 ÜPRUS AVO
     14 UUSTAL BRUNO
     14 VÄINASTE TOOMAS
     14 VINNI ENNO
     14 VOLMER HARDI
     15 AAB JAAK
     15 AARDAM RAIMU
     15 ALATALU TOOMAS
     15 ARHIPOV VLADIMIR
     15 EESMAA ENN
     15 JÄÄGER MERLE
     15 JUHKAMI MIHKEL
     15 JUSKE JAAK
     15 KAVER JÜRI
     15 KÕIV TÕNIS
     15 KÜTT HELMEN
     15 KUUSMIK TIIT
     15 LAATS LAURI
     15 LAUR JARNO
     15 LENK HEIMAR
     15 LEPIK ENDEL
     15 LIGI JÜRGEN
     15 LOOTSMANN VÄRNER
     15 MIHKELSON MARKO
     15 MÜÜRSEPP KURMET
     15 NIILO TIIT
     15 PÕDRAMÄGI NIKOLAI
     15 RAJASALU ÜLLE
     15 RUMMO PAUL-EERIK
     15 SEPP URMAS
     15 SOOSAAR MARK
     15 SUUR NEEME
     15 TOBRELUTS SIRJE
     15 TOOTSEN TOIVO
     15 TŠERNOGOROVA MARGARITA
     15 VAHTRA AIN
     15 VAHTRE LAURI
     15 VAREK TOOMAS
     15 VASSILJEV VIKTOR
     15 VELLISTE TRIVIMI
     16 IVANOV VALERI
     16 JAADLA ANDRES
     16 JUUL TÕNU
     16 KORB VALERI
     16 MEIKAR SILVER
     16 MERIMAA MERCEDES
     16 PAJO MAIDO
     16 PIKHOF HELJO
     16 RAHNEL PEETER
     16 REINSALU URMAS
     16 RIISALU AIVAR
     16 VÕIGEMAST JÜRI
     17 GRÄZIN IGOR
     17 JÄRVELILL REIN
     17 JÜRGENSON TOIVO
     17 LUKAS TÕNIS
     17 MIKSER SVEN
     17 PALM ERICH
     17 SARAPUU ARVO
     17 SAVISAAR EDGAR
     17 TAMM TÕNU
     18 LEEMETS ANTS
     18 METS JÜRI
     18 NUTT MART
     18 PAET URMAS
     18 SAAR INDREK
     18 VELMAN VLADIMIR
     19 KRUUSIMÄE TARMO
     19 MUST AADU
     19 PADAR IVARI
     19 STALNUHHIN MIHHAIL
      1 AAB AIGAR
      1 AAB ALAR
      1 AABMETS MATTIAS
      1 AABNE VILLU
      1 AABOJA MARET
      1 AABO KRISTI
      1 AABRAMS ASTRIT
      1 AABRAMS NEEME
      1 AAB TOOMAS
      1 AADAMSOO REET
      1 AADLI GISELA
      1 AADLI MARJU
      1 AADNA KAISA
      1 AADUSOO LEA
      1 AADUSOO LUULE
      1 AADUSSOO EIGO
      1 AADUSSOO ÜLLE
      1 AAK MAILA
      1 AALAM ANTS
      1 AALDE ALLAR
      1 AALDE AVO
      1 AALDE SIRJE
      1 AALI GUNNAR
      1 AALISTE JAAN
      1 AAL LAGLE
      1 AALMAA ERKO
      1 AALMAA ESTRA
      1 AALMAA MARKO
      1 AALPERE ANNELY
      1 AALTONEN HARRIJUHANI
      1 AALTONEN SEPPO TAPANI
      1 AAMAN JAAK
      1 AAMANN AINO
      1 AAMER AIN
      1 AAMER KAARIN
      1 AAMER KAIRI
      1 AAMER STEN
      1 AAMISEPP IRIS
      1 AAMISEPP KALLE
      1 AANJA KARIN
      1 AAN JANNE
      1 AANJA REET
      1 AAN MAIDO
      1 AAN MEELIS
      1 AAN VALERI
      1 AARDEMÄE VAIKE
      1 AARDEVÄLJA MAREK
      1 AARE ESTEL
      1 AARELAID ANDRES
      1 ÄÄREMAA KULDEV
      1 ÄÄREMAA RUTH
      1 AAREND TIIA
      1 AAREN KALJU
      1 AARE-PÕDER ELLEN
      1 AARLA ANDRUS
      1 AARLA HELDOR
      1 AARLAID JAAN
      1 AARMAA ARVO
      1 AARMAA KERSTI
      1 AARMAA VELJO
      1 ÄÄRMA HANS
      1 AARMA INDREK
      1 AARMA KRISTIN
      1 AARMA RAUL
      1 AARMA VALENTIN
      1 AARNA OLEG
      1 AARNA RAILI
      1 AARNE JANIS
      1 AARNISTE AINO
      1 ÄÄRO INGRID
      1 AARSALU MAIRE
      1 AART ANGELA
      1 AART NELE
      1 AART TIIU
      1 AASA ANU
      1 AASA ELEN
      1 AASA ERIKA
      1 AAS AIKI
      1 AASA IVO
      1 AASA JAANIKA
      1 AASAJÄRV ARNOLD
      1 AASA JUHAN
      1 AASAKÜLA ENDEL
      1 AASA KÜLLIKI
      1 AASALA HEINO
      1 AASALAID ANTS
      1 AASALAID MARGE
      1 AAS ALEKSANDER
      1 AASAMAA LIIS
      1 AASA MAARIKA
      1 AASAMAA TEET
      1 AASA MADIS
      1 AASAMETS INDREK
      1 AASAMETS MAIGA
      1 AAS ANITA
      1 AASAROHT MORTEN
      1 AASAROHT PRIIT
      1 AASAROHT TRIINU
      1 AASA TIIU
      1 AASA TOOMAS
      1 AASA VEIKO
      1 AASAV IVO
      1 AASAV JAANIKA
      1 AAS EINO
      1 AAS ENDLA
      1 AAS ERIKA-IREENE
      1 AAS HELGA
      1 AAS HELGI
      1 AAS HELJA
      1 AAS HILLAR
      1 AAS JAAK
      1 AAS JAAN
      1 AASJÄRV PRIIT
      1 AASJÕE KAJA
      1 AAS JUHAN
      1 AAS KEVIN
      1 AASKIVI ÜLLE
      1 AASKIVI URMAS
      1 AAS KRISTEL
      1 AASLAID KRISTEL
      1 AASLAID LEMBIT
      1 AASLAID RISTO
      1 AASLAID SULEV
      1 AAS LEIDA
      1 AAS LIILIA
      1 AASMAA AAREND
      1 AASMAA ALLAR
      1 AASMAA ALVAR
      1 AASMAA ANNELI
      1 AASMAA HEINAR
      1 AASMAA HILLAR
      1 AASMAA INNAR
      1 AASMAA IVO
      1 AASMAA LONELLE
      1 AASMAA MARE
      1 AASMA ANTS
      1 AASMÄE AIVI
      1 AASMÄE ANTS
      1 AASMÄE EVELY
      1 AASMÄE HANS
      1 AASMÄE HARRI
      1 AASMÄE KARL
      1 AASMÄE KRISTIINE
